kind,status,p,resident,entrant,entrant_seats,games,entrant_payoff,resident_table_payoff,selfplay_games,resident_selfplay,gap_selfplay,gap_table,initial_fitness_gap_N6,fixation_N6,initial_fitness_gap_N30,fixation_N30,omitted,N,beta,retained_models,mass_Haiku,mass_Flash-Lite,mass_Luna,mass_Qwen,mass_Grok,winner,winner_mass,target_rate,welfare,opt,uniform_target_rate,uniform_welfare_over_opt,stationary_residual,tree_max_error,welfare_over_opt,winner_changed
composition,ok,0.90000000000000002,Grok,Flash-Lite,2,10,25.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Flash-Lite,3,10,23.533333333333335,7.4000000000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Flash-Lite,4,10,21.25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Flash-Lite,5,10,20.199999999999999,17.199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entrant,ok,0.90000000000000002,Grok,Flash-Lite,1,10,29.600000000000001,1.24,20,2.6166666666666667,26.983333333333334,28.360000000000003,28.360000000000003,0.99999999999951761,27.220689655172414,0.99999999999849265,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Luna,1,10,30.600000000000001,5.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Luna,2,10,29.399999999999999,6.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Luna,3,10,28.733333333333331,5.4666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Luna,4,10,21.949999999999999,11.699999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Luna,5,10,15.616000000000003,7.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entrant,ok,0.90000000000000002,Grok,Luna,1,10,30.600000000000001,5.7999999999999998,20,2.6166666666666667,27.983333333333334,24.800000000000001,24.800000000000001,0.99999999998303724,27.434482758620693,0.99999999999878286,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Qwen,1,10,18.600000000000001,3.4799999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Qwen,2,10,15.5,8.1500000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Qwen,3,10,20.06666666666667,11.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Qwen,4,10,18.850000000000001,6.2000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
composition,ok,0.90000000000000002,Grok,Qwen,5,10,13.459999999999999,8.7800000000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entrant,ok,0.90000000000000002,Grok,Qwen,1,10,18.600000000000001,3.4799999999999995,20,2.6166666666666667,15.983333333333334,15.120000000000001,15.120000000000001,0.99999972851467245,15.834482758620691,0.99999986720810086,,,,,,,,,,,,,,,,,,,,
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,none,6,1,Haiku|Flash-Lite|Luna|Qwen|Grok,0.00068027452240768224,0.013948801929112478,0.093953968548809885,0.89141695499967,5.8389597556130544e-17,Qwen,0.89141695499967,0.089792251290568129,19.511798647238557,36,0.76000000000000001,0.47121296296296289,3.1918911957973251e-16,9.7144514654701197e-16,0.5419944068677377,False
ranking,ok,0.5,,,,,,,,,,,,,,,none,6,1,Haiku|Flash-Lite|Luna|Qwen|Grok,0.0081333855559774845,0.074201447954491684,0.25919180816918042,0.65847335832035037,3.0620372190907313e-18,Qwen,0.65847335832035037,0.27672868963735447,13.284891368303079,20,0.75,0.72949999999999993,6.0715321659188248e-17,7.2164496600635175e-16,0.66424456841515389,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,none,6,1,Haiku|Flash-Lite|Luna|Qwen|Grok,0.0042000081987504509,0.2335165347021548,0.29203387600554731,0.47024958109354753,1.371749534743072e-22,Qwen,0.47024958109354753,0.4713436437053431,10.552706023968081,20,0.76000000000000001,0.60028333333333328,3.5995512126518747e-16,1.3600232051658168e-15,0.52763530119840407,False
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,none,30,1,Haiku|Flash-Lite|Luna|Qwen|Grok,1.791298780685885e-14,1.8095755264512377e-06,6.2102179141843323e-05,0.99993608824531377,5.6855540701511545e-100,Qwen,0.99993608824531377,5.1491318857838887e-05,19.48501425374031,36,0.76000000000000001,0.47121296296296289,1.1102230246251565e-16,1.7763568394002505e-15,0.54125039593723079,False
ranking,ok,0.5,,,,,,,,,,,,,,,none,30,1,Haiku|Flash-Lite|Luna|Qwen|Grok,5.1229832397844042e-14,0.99970156701109969,0.00029843298866808095,1.8104651475185818e-13,0,Flash-Lite,0.99970156701109969,0.99992539175265194,19.999261378351317,20,0.75,0.72949999999999993,4.4408920985006262e-16,3.219646771412954e-15,0.99996306891756581,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,none,30,1,Haiku|Flash-Lite|Luna|Qwen|Grok,0,0.99999879817325255,1.2018267475243562e-06,0,9.5670651044966242e-127,Flash-Lite,0.99999879817325255,0.9999997596346506,19.999995691451112,20,0.76000000000000001,0.60028333333333328,2.2204460492503131e-16,7.7715611723760958e-16,0.99999978457255556,False
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Haiku,6,1,Flash-Lite|Luna|Qwen|Grok,,0.013032685094906899,0.092625186212300037,0.89434212869279295,7.8112237468598571e-17,Qwen,0.89434212869279295,0.08713283406474702,19.511409036441268,36,0.69999999999999996,0.45730324074074069,4.4408920985006262e-16,1.8873791418627661e-15,0.5419835843455908,False
ranking,ok,0.5,,,,,,,,,,,,,,,Haiku,6,1,Flash-Lite|Luna|Qwen|Grok,,0.058866126315934839,0.23244382696392915,0.70869004672013602,4.3940389532571164e-18,Qwen,0.70869004672013602,0.23319899653888171,12.89884734804969,20,0.6875,0.67749999999999999,3.1918911957973251e-16,1.2975731600306517e-15,0.64494236740248456,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Haiku,6,1,Flash-Lite|Luna|Qwen|Grok,,0.22709356156239399,0.28318278251559759,0.48972365592200839,1.9047400865117654e-22,Qwen,0.48972365592200839,0.45363978757487211,10.241590054287325,20,0.69999999999999996,0.51472916666666668,1.1102230246251565e-16,5.2735593669694936e-16,0.51207950271436631,False
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Haiku,30,1,Flash-Lite|Luna|Qwen|Grok,,1.8095754309063793e-06,6.210217880355994e-05,0.99993608824576552,7.661700125721006e-100,Qwen,0.99993608824576552,5.1491318473754332e-05,19.4850142537402,36,0.69999999999999996,0.45730324074074069,3.3306690738754696e-16,1.4321877017664519e-14,0.54125039593722779,False
ranking,ok,0.5,,,,,,,,,,,,,,,Haiku,30,1,Flash-Lite|Luna|Qwen|Grok,,0.99970156695645884,0.0002984329887344956,5.4806735495699561e-11,6.6016470739944308e-103,Flash-Lite,0.99970156695645884,0.99992539169800976,19.999261377848203,20,0.6875,0.67749999999999999,2.4627652348008233e-16,1.4432899320127035e-15,0.99996306889241016,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Haiku,30,1,Flash-Lite|Luna|Qwen|Grok,,0.99999879817325188,1.2018267482224018e-06,4.4442514831658968e-31,1.5383889181498484e-197,Flash-Lite,0.99999879817325188,0.99999975963465049,19.999995691451108,20,0.69999999999999996,0.51472916666666668,1.1102230246251565e-16,1.1102230246251565e-16,0.99999978457255545,False
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Flash-Lite,6,1,Haiku|Luna|Qwen|Grok,0.0012476754008266238,,0.1116417997533805,0.88711052484579289,7.7457594047187909e-17,Qwen,0.88711052484579289,0.090561115203531106,19.508356275197546,36,0.69999999999999996,0.45024305555555549,3.5626883387873676e-16,1.8873791418627661e-15,0.54189878542215408,False
ranking,ok,0.5,,,,,,,,,,,,,,,Flash-Lite,6,1,Haiku|Luna|Qwen|Grok,0.012653155582057958,,0.40140618851988552,0.58594065589805655,3.6330140057734125e-18,Qwen,0.58594065589805655,0.3137077969719721,13.595166365874441,20,0.6875,0.6618750000000001,5.5511151231257827e-17,3.3306690738754696e-16,0.67975831829372202,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Flash-Lite,6,1,Haiku|Luna|Qwen|Grok,0.0083826922805858798,,0.4039289026263892,0.587688405093025,2.2857702633031971e-22,Qwen,0.587688405093025,0.33152581438169726,8.0500777957009149,20,0.69999999999999996,0.50035416666666666,3.3306690738754696e-16,3.1086244689504383e-15,0.40250388978504575,False
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Flash-Lite,30,1,Haiku|Luna|Qwen|Grok,3.2049378106392135e-14,,6.550403382301885e-05,0.99993449596614492,1.4354597064533873e-103,Qwen,0.99993449596614492,5.2403227090464461e-05,19.485014083367254,36,0.69999999999999996,0.45024305555555549,4.4408920985006262e-16,2.3092638912203256e-14,0.54125039120464591,False
ranking,ok,0.5,,,,,,,,,,,,,,,Flash-Lite,30,1,Haiku|Luna|Qwen|Grok,8.551277469572454e-14,,0.99999999999975775,1.5673584329399677e-13,3.5227746600271254e-102,Luna,0.99999999999975775,0.74999999999990385,17.524999999999046,20,0.6875,0.6618750000000001,1.1102230246251565e-16,1.767316817444812e-16,0.87624999999995234,True
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Flash-Lite,30,1,Haiku|Luna|Qwen|Grok,0,,1,1.2643584760268692e-22,6.1266440243149322e-153,Luna,1,0.80000000000000004,16.414999999999999,20,0.69999999999999996,0.50035416666666666,2.4601005777928244e-21,8.1746638145362795e-21,0.82074999999999998,True
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Luna,6,1,Haiku|Flash-Lite|Qwen|Grok,0.0015200548617940078,0.0033528444067279415,,0.99512710073147803,8.6908666461950245e-17,Qwen,0.99512710073147803,0.0048728992685220362,19.485882939025988,36,0.75,0.4522106481481481,2.5240226575462543e-16,7.0516509298457208e-16,0.54127452608405524,False
ranking,ok,0.5,,,,,,,,,,,,,,,Luna,6,1,Haiku|Flash-Lite|Qwen|Grok,0.021442879932887966,0.062504905697490745,,0.91605221436962125,5.6798158250168018e-18,Qwen,0.91605221436962125,0.083947785630378718,11.537882259430294,20,0.75,0.69281250000000005,2.2204460492503131e-16,1.0269562977782698e-15,0.57689411297151472,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Luna,6,1,Haiku|Flash-Lite|Qwen|Grok,0.0096851633024412648,0.32564163344222358,,0.66467320325533519,2.5851970045111526e-22,Qwen,0.66467320325533519,0.33532679674466487,8.1222298067502745,20,0.75,0.54516666666666669,2.4286128663675299e-16,7.7715611723760958e-16,0.4061114903375137,False
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Luna,30,1,Haiku|Flash-Lite|Qwen|Grok,3.9100241289798769e-14,2.7107364002386725e-13,,0.9999999999996898,9.1907789393788013e-104,Qwen,0.9999999999996898,3.10173881313666e-13,19.485000000000113,36,0.75,0.4522106481481481,3.3306690738754696e-16,1.021405182655144e-14,0.54125000000000312,False
ranking,ok,0.5,,,,,,,,,,,,,,,Luna,30,1,Haiku|Flash-Lite|Qwen|Grok,1.0697086362837311e-13,0.99999999999971134,,1.8165098884886251e-13,3.8147706866438096e-102,Flash-Lite,0.99999999999971134,0.99999999999981837,19.999999999998195,20,0.75,0.69281250000000005,1.1102230246251565e-16,2.198755806051241e-16,0.99999999999990974,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Luna,30,1,Haiku|Flash-Lite|Qwen|Grok,0,1,,1.2493259700177735e-22,6.053801697666783e-153,Flash-Lite,1,1,20,20,0.75,0.54516666666666669,8.7664595076565662e-23,1.7163593347486564e-22,1,False
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Qwen,6,1,Haiku|Flash-Lite|Luna|Grok,1.0640652815582079e-05,0.33466636981512943,0.66532298953205504,,1.9454349356496411e-19,Luna,0.66532298953205504,0.8669354020935891,19.794814334968887,36,0.94999999999999996,0.45370370370370366,3.3306690738754696e-16,2.7755575615628914e-15,0.54985595374913576,True
ranking,ok,0.5,,,,,,,,,,,,,,,Qwen,6,1,Haiku|Flash-Lite|Luna|Grok,2.2421612100631405e-05,0.41169011928985627,0.58828745909804314,,6.703040930057646e-24,Luna,0.58828745909804314,0.85292813522548927,18.543960511717216,20,0.9375,0.77697916666666667,1.1431895469322939e-16,1.8318273330500401e-16,0.92719802558586084,True
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Qwen,6,1,Haiku|Flash-Lite|Luna|Grok,2.9167072486472927e-05,0.46456149935349195,0.53540933357402165,,1.4965845051957675e-30,Luna,0.53540933357402165,0.89291813328519576,18.080523997003773,20,0.94999999999999996,0.72352083333333339,4.3281350725621337e-16,7.2253265653507426e-16,0.90402619985018862,True
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Qwen,30,1,Haiku|Flash-Lite|Luna|Grok,4.0235951143839984e-16,0.090985022434995941,0.9090149775650036,,9.8834987911963886e-112,Luna,0.9090149775650036,0.81819700448699928,19.725779089689908,36,0.94999999999999996,0.45370370370370366,2.3670772955232185e-16,6.106226635438361e-15,0.54793830804694188,True
ranking,ok,0.5,,,,,,,,,,,,,,,Qwen,30,1,Haiku|Flash-Lite|Luna|Grok,2.7177629919458599e-17,0.99970156701141666,0.00029843298858337901,,0,Flash-Lite,0.99970156701141666,0.99992539175285422,19.999261378353257,20,0.9375,0.77697916666666667,3.3306690738754696e-16,9.9920072216264089e-16,0.99996306891766285,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Qwen,30,1,Haiku|Flash-Lite|Luna|Grok,3.6764651786743302e-16,0.99999879817325144,1.2018267481972171e-06,,0,Flash-Lite,0.99999879817325144,0.99999975963465038,19.999995691451108,20,0.94999999999999996,0.72352083333333339,2.1931891440757402e-16,3.6764643153147338e-16,0.99999978457255545,False
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Grok,6,1,Haiku|Flash-Lite|Luna|Qwen,0.00068027452240714361,0.013948801929113601,0.093953968548808345,0.89141695499967089,,Qwen,0.89141695499967089,0.089792251290567421,19.51179864723855,36,0.69999999999999996,0.54260416666666655,1.1275702593849246e-16,3.920475055707584e-16,0.54199440686773748,False
ranking,ok,0.5,,,,,,,,,,,,,,,Grok,6,1,Haiku|Flash-Lite|Luna|Qwen,0.0081333855559772017,0.074201447954491406,0.25919180816918103,0.65847335832035037,,Qwen,0.65847335832035037,0.27672868963735436,13.284891368303079,20,0.6875,0.83833333333333326,1.1449174941446927e-16,4.4408920985006262e-16,0.66424456841515389,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Grok,6,1,Haiku|Flash-Lite|Luna|Qwen,0.0042000081987498073,0.23351653470215564,0.29203387600554792,0.4702495810935467,,Qwen,0.4702495810935467,0.47134364370534376,10.552706023968094,20,0.69999999999999996,0.71764583333333332,8.3266726846886741e-17,4.9960036108132044e-16,0.52763530119840474,False
ranking,ok,0.10000000000000001,,,,,,,,,,,,,,,Grok,30,1,Haiku|Flash-Lite|Luna|Qwen,1.7933784619327947e-14,1.8095755281842883e-06,6.2102179149374666e-05,0.99993608824530456,,Qwen,0.99993608824530456,5.1491318865617808e-05,19.48501425374031,36,0.69999999999999996,0.54260416666666655,1.2380233557068854e-16,7.4384942649885488e-15,0.54125039593723079,False
ranking,ok,0.5,,,,,,,,,,,,,,,Grok,30,1,Haiku|Flash-Lite|Luna|Qwen,5.1420075807278752e-14,0.99970156701109536,0.00029843298867225122,1.8104651475254069e-13,,Flash-Lite,0.99970156701109536,0.99992539175265094,19.999261378351306,20,0.6875,0.83833333333333326,2.2204460492503131e-16,1.1102230246251565e-15,0.99996306891756537,False
ranking,ok,0.90000000000000002,,,,,,,,,,,,,,,Grok,30,1,Haiku|Flash-Lite|Luna|Qwen,3.6764651786743302e-16,0.99999879817325144,1.2018267481972171e-06,0,,Flash-Lite,0.99999879817325144,0.99999975963465038,19.999995691451108,20,0.69999999999999996,0.71764583333333332,2.1931891440757402e-16,3.6764643153147284e-16,0.99999978457255545,False
